1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.695721731682979080e-07,9.999999999998377964e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.022700137152528048e-02,1.457809373204764156e-02,9.998414312410175420e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.080960938166665202e-03,1.210406532609335506e-01,1.058235629870533101e-01,9.869884514909307294e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.430323076346679601e-01,1.218006469967070909e-05,1.560005083284603800e-01,-1.406750839077461346e-02,9.572884852051399829e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.353687658355267387e-01,5.718759709554894132e-04,7.091544492751528095e-02,1.646466680137256000e-01,1.268235728115085087e-02,9.551454597198474339e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.663010385407289058e-06,5.451073235392581706e-01,7.564513145566222063e-02,-6.168079522354523274e-03,-1.223321381167108944e-02,-3.972211538052969164e-03,8.348247389207936742e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.915719932218250765e-01,-3.343762649029291881e-07,-5.144635666200905906e-03,-6.567821951533734564e-04,-9.708403793807954263e-03,-1.195402511376533333e-01,-2.513744828223140400e-04,7.972650062940476179e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.787696193521546406e-02,6.103164416820413586e-03,5.347769732214452398e-01,2.128367621446574653e-01,1.108589331769891800e-01,4.291214733476712007e-01,-2.768482406577186389e-02,1.444482092644077710e-02,6.808409860229186483e-01,0.000000000000000000e+00
1.225103352929561508e-04,5.315925022835165104e-01,1.192292192448238947e-01,5.270363650600145000e-01,-1.078977725206446345e-02,-7.576979660298052699e-02,1.344690443802870894e-01,-1.033507216008431630e-02,-4.593423000532465689e-02,6.318783800859735234e-01
3.885665473036877850e-03,1.263919953600120549e-01,4.175389691715504226e-01,6.636388084343218807e-01,-4.101965494858367950e-02,1.603818953007820139e-02,8.824439561253991093e-02,2.436376199524531959e-03,2.063307246739866374e-01,2.833041260098630443e-01
9.445678690991197168e-01,-3.821156505805005634e-07,-5.917442717627654537e-03,-2.816099477949997581e-04,-1.008726259093535998e-01,-3.889480907113451735e-02,-1.131126328263521927e-03,6.184758892810881398e-02,-9.344902030069383164e-03,-4.574327379907119212e-03
2.356126124764883548e-02,1.158644071461092766e-02,9.446081953206232340e-01,5.177062853275673365e-02,5.800936508637637851e-02,7.057182273570179742e-02,-2.642068268002141507e-02,2.693617597538236052e-03,2.646185491835932324e-01,8.284249860827565953e-03
1.411539732602862996e-05,5.851413798968850832e-01,1.315679567933894789e-01,7.240923570704185797e-02,-1.984556229149067944e-02,-1.937120730053008832e-02,7.133834173049560246e-01,-2.022586501060359265e-03,-2.564589289283471935e-02,2.605632992194004682e-01
1.505817894344315083e-04,5.023816514459349403e-01,1.283471343155490052e-01,5.548716173810271934e-01,-1.171253360938765038e-02,-7.779324937077418400e-02,1.331292233455512175e-01,-1.058868175887914959e-02,-4.348463691989155888e-02,6.298023898020709277e-01
9.968447336866548616e-03,1.913913999793162568e-02,9.927022781711809518e-01,3.000379766659593689e-02,-1.893420869424292108e-02,6.567482870301583758e-03,1.289422779526986501e-02,7.942836570837750977e-04,4.710725635109486858e-02,2.331690452368634023e-02
6.741154126465982015e-07,9.994619167780078861e-01,1.436322747708729860e-03,6.655136976439158560e-03,-1.341223947296677084e-04,-1.179996587014170775e-03,1.440226665479553067e-02,-1.593447078986787331e-04,-8.820827476534089800e-04,2.028877856477720107e-02
8.369599649396095575e-01,-4.569794041654826713e-07,-6.760506581089481548e-03,-8.200714684694689624e-04,-7.093759115868944476e-02,-1.260454281936423393e-01,-1.034933789466714691e-03,4.540689281079582917e-01,8.908067449842812721e-03,-6.220317724439374321e-03
4.999690360137808431e-01,1.141235212420240353e-04,1.713785037975306957e-01,1.830109023198858015e-02,3.999124993439591713e-01,4.030608019669926212e-01,-7.094008590871511179e-03,-1.448342312375504037e-01,3.094676525234671960e-01,3.972642660253430935e-02
9.018193061170428626e-01,-3.982990546353603891e-07,-6.506930013065933931e-03,-2.574935688874468304e-04,-1.205372285319314674e-01,-3.622806856008382176e-02,-1.353099916799353633e-03,5.150354445691562866e-02,-1.315413464005722559e-02,-4.904618683868409296e-03
3.927377886609510977e-04,3.281513702171055535e-01,1.093104376835384028e-01,8.082240234395784428e-01,-4.624785719196630382e-03,-8.738821330914646468e-02,2.303903924079552662e-02,-1.206535611155833652e-02,-4.494723386494547945e-02,4.368084365743836739e-01
1.957783500414110589e-01,1.244864152950128297e-03,1.251749946989396678e-01,2.181234254453978949e-01,3.718928360088898100e-02,9.161201299603232151e-01,-3.539959150173099291e-03,1.725126583504942024e-02,1.918538851983217774e-01,-1.746395206963649929e-02
2.859839791183516056e-01,3.744224988965892431e-05,2.196622442423138977e-01,-1.594583125741370552e-02,8.892223306823494600e-01,5.411751827372052182e-02,-6.271990939868345334e-03,-4.232329486248264522e-02,1.087227128170067530e-01,5.611004901776181671e-03
5.345481001037210439e-02,7.916734346095780431e-03,7.636200594579841683e-01,1.228477245399363094e-01,1.170967230783057228e-01,2.199273015208031423e-01,-3.589188617514368906e-02,6.327573073823551837e-03,5.559711717037628675e-01,9.533111253676127342e-03
2.914633855247605321e-01,2.227856458475643419e-05,1.836481168758109517e-01,-1.462904543333116633e-02,9.200434887047603816e-01,3.025015869313471203e-02,-2.815694702210469122e-03,-2.751861776354855293e-02,6.483874257656839502e-02,4.079010223082797128e-03
2.945065065753768585e-01,3.604866487296563967e-04,6.585032499976677112e-02,1.266083935430373786e-01,1.508478518198714570e-02,9.376353155993961686e-01,1.085173936780872078e-05,-3.305851420966793297e-02,-9.126506379351764786e-03,1.950295738601786483e-02
5.600920498594862997e-03,6.595404003885042832e-02,7.890705210749312526e-01,2.546735069654270656e-01,-7.079596343343218245e-02,1.094771865019751426e-02,1.035053373603688348e-01,2.291357816077615583e-03,1.648072759482729077e-01,1.932557014090469927e-01
8.255303862417612271e-01,-4.407780386427905763e-07,-7.121227268372582776e-03,-6.002903705058465576e-04,-1.257599238599989011e-01,-8.646157919000029002e-02,-1.615605058582128724e-03,2.072922144317753401e-01,7.770863482747373575e-04,-7.021212372499314146e-03
1.547989340472339104e-01,2.741700748898089936e-03,2.779973075369039925e-01,2.362402271885189475e-01,8.980149037486349906e-02,7.246634094425703498e-01,-1.406904953348236606e-02,1.583216094391406287e-02,5.248554479248735971e-01,-1.320131566331211870e-02
9.377631851936263710e-03,1.959899924096107290e-02,9.930886563085798979e-01,2.757572062426549495e-02,-2.276918823760910524e-02,3.205388164201034267e-03,1.621344549236270610e-02,6.167735480342313161e-04,3.211603049144117622e-02,2.376274117057757679e-02
2.447270600113939099e-03,1.418344148395070670e-01,1.764675360247449920e-01,9.400259826178339884e-01,-9.847897679063310344e-03,-1.394757348635919120e-03,2.423261718455250666e-02,-1.597768288860422243e-04,7.113983103615839632e-02,1.405156614664294923e-01
4.407074495113389064e-03,6.547773603968659595e-02,8.276762452354347044e-01,1.915322399940208586e-01,-7.828383106049696671e-02,-6.918585437587468530e-03,1.251938424714959530e-01,5.461144004250790499e-04,8.282482868545677779e-02,1.845785478181896366e-01
